actor,año_nacimiento,que_hace,conocido_por,lista premios
Jonny Lewis,,"['Dirección', 'Guion', 'Reparto']","['The Finger on the Button (2019)', 'Gonna Be a Soldier (2016)']","['WorldFest Houston', 'Best Shorts Competition', 'New York City Independent Film Festival', 'California International Shorts Festival, US', 'Madrid International Film Festival, ES', 'Lionshead Film Festival, Dallas', 'Awareness Film Festival, CA', 'New York State International Film Festival', 'Chandler International Film Festival', 'Global Shorts, Los Angeles', 'Oregon Short Film Festival', 'UK Monthly Film Festival', 'Berlin Flash Film Festival', 'Portland Comedy Film Festival', 'Kyiv Film Festival']"
Bernard Campan,1958.0,"['Reparto', 'Guion', 'Dirección']","['Mentes maravillosas (2021)', '3 hermanos y una herencia (2014)']","['César Awards, France', 'Cleveland International Film Festival', 'Luchon International Film Festival', 'Cabourg Romantic Film Festival', 'Solothurn Film Festival (Solothurner Filmtage)', 'Lugo Film Week']"
Mary E. Tierney,,['Reparto'],[],[]
Liana Davis,,['Reparto'],[],
Tomás Goros,,"['Reparto', 'Dirección']",['Cuatro vidas (2007)'],
Somu G.B.S.,,['Reparto'],[],
Sebastian Street,,"['Reparto', 'Producción', 'Equipo ejecutivo']","['Tomorrow (2018)', 'I Am Henry (2015)', 'Tiempo de héroes (2011)']","['Savannah Film Festival', 'Napa Valley Film Festival', 'International Film Festival of Wales', 'Los Angeles Cinema Festival of Hollywood, US', 'LA Indie Film Fest']"
Jessica Henke,,['Reparto'],[],
Slobodan Mitrovic,,['Reparto'],[],
Rapid Rashmi,,['Reparto'],[],
Thais Buforn,2018.0,['Reparto'],[],
Marthe Lutz,,['Reparto'],[],
Dree Hemingway,1987.0,"['Reparto', 'Guion']","['Starlet (2012)', 'Mientras seamos jóvenes (2014)', 'The Disaster Artist (2017)']","['Hamptons International Film Festival', 'Film Independent Spirit Awards']"
Élodie Bollée,,['Reparto'],[],
Jette Scheib,,['Reparto'],[],
Lori Decker,,['Reparto'],[],
Zubby Michael,,['Reparto'],[],
Dong Fu Lin,,['Reparto'],"['La condesa rusa (2005)', 'John Rabe (2009)', 'Sheng huo zi dian (2000)']",[]
Liza Weil,1977.0,"['Reparto', 'Banda sonora']","['Las chicas Gilmore (2000)', 'El último escalón (1999)']",['Indie Series Awards']
Josh Janowicz,1981.0,"['Reparto', 'Dirección', 'Guion']","['Historia de un secuestro (2005)', 'Life Like (2019)']",[]
Pierluigi Gigante,,"['Reparto', 'Guion']",[],
Ibrahim Al-Hasawi,,['Reparto'],[],
Patrick Sayers,,"['Edición', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']",[],
Kinga Preis,1971.0,"['Reparto', 'Banda sonora']","['The Lure (2015)', 'Cisza (2001)', 'W ciemnosci (2011)']","['Polish Film Festival', 'Tiburon International Film Festival', 'Polish Film Awards']"
Cécile Bayiha,,['Reparto'],[],
Joem Bascon,,['Reparto'],"['Walang hanggan (2012)', 'Write About Love (2019)', 'Batanes (2007)']","['FAMAS Awards', 'Gawad Urian Awards', 'Metro Manila Film Festival', 'Golden Screen Awards, Philippines', 'Golden Screen TV Awards, Philippines']"
Zarena,,['Reparto'],[],
Matt Johnson,1985.0,"['Reparto', 'Dirección', 'Guion']","['Operation Avalanche (2016)', 'The Dirties (2013)', 'BlackBerry (2023)']","['San Francisco International Film Festival', 'Toronto Film Critics Association Awards', 'Sarasota Film Festival', 'Athens International Film Festival', 'Vancouver Film Critics Circle', 'Hot Docs Canadian International Documentary Festival', 'Dallas International Film Festival', 'Kahbang Film Festival', 'Calgary Underground Film Festival']"
Robert Pierce,1952.0,"['Reparto', 'Guion']","['Suburbicon (2017)', 'La odisea de los pioneros (2013)', 'Joanie Loves Chachi (1982)']",[]
Christian Gnecco Quintero,,"['Reparto', 'Producción', 'Guion']",[],
Peg O'Keef,,['Reparto'],[],
Tom Stoppard,1937.0,"['Guion', 'Guion y continuidad', 'Producción']","['Brazil (1985)', 'Rosencrantz y Guildenstern han muerto (1990)']","['Academy Awards, USA', 'Berlin International Film Festival', 'Biarritz International Festival of Audiovisual Programming', 'Critics Choice Awards', 'Broadcasting Press Guild Awards', 'Chicago Film Critics Association Awards', 'Evening Standard British Film Awards', 'Fantasporto', 'Florida Film Critics Circle Awards', 'Golden Globes, USA', 'Las Vegas Film Critics Society Awards', 'Los Angeles Film Critics Association Awards', 'New York Film Critics Circle Awards', 'Southeastern Film Critics Association Awards', 'Venice Film Festival', 'Writers Guild of America, USA', ""Writers' Guild of Great Britain"", 'Online Film & Television Association']"
Marjorie Nelson,1923.0,['Reparto'],"['Inheritance (2004)', 'Twin Peaks (1990)', 'La vida vale más (1965)']",[]
Hilal Kaboub,,['Reparto'],"['Tyrant (2014)', 'Fauda (2015)', 'Homeland (2011)']",
Loup Brankovic,,['Reparto'],[],
Antônio Fragoso,,"['Reparto', 'Banda sonora']",[],
Emilie Cordelier,,['Reparto'],[],
Shannyn Sossamon,,"['Reparto', 'Dirección', 'Guion']",[],['Young Hollywood Awards']
Josh Barnett,1977.0,"['Reparto', 'Equipos adicionales', 'Guion']","['Chuck Hank and the San Diego Twins (2024)', 'Rompiendo las reglas 3 (2016)']",[]
Lincoln Lewis,1987.0,['Reparto'],"['Home and Away (1988)', 'After Earth (2013)']",['Logie Awards']
Harriet Barrow,,['Reparto'],[],[]
Amy Warren,1968.0,['Reparto'],"['Gravity (2013)', 'Mistress America (2015)', 'Armageddon Time (2022)']",
Danny de Kok,,"['Reparto', 'Guion']",[],
Harald Eia,1966.0,"['Guion', 'Reparto', 'Equipos adicionales']","['Uti vår hage (2003)', 'Detektor (2000)', 'De 7 dødssyndene (2000)']",[]
Ekin Corapci,,['Reparto'],[],
Tan Hau Yen,,['Reparto'],[],
Leylah Murad,,['Reparto'],[],
John McVeigh,1914.0,['Reparto'],[],
Paulette Dubost,1910.0,"['Reparto', 'Banda sonora']","['La regla del juego (1939)', 'El hampa de París (1962)']",[]
Óscar Chávez,1935.0,"['Reparto', 'Composición', 'Banda sonora']","['Piedras verdes (2001)', 'Las cautivas (1973)', 'María de mi corazón (1981)']",[]
Stephanie Nikolaidis,,['Reparto'],[],
Ky-Mani Marley,1976.0,"['Reparto', 'Composición', 'Producción']","['El dinero es lo primero (1997)', 'One Love (2003)', 'Cueste lo que cueste (2000)']",['Monaco International Film Festival']
Kaio César,,['Reparto'],[],
Chance Perdomo,1996.0,"['Reparto', 'Banda sonora']","['Generación V (2023)', 'Las escalofriantes aventuras de Sabrina (2018)']",[]
Jennifer Thomas,2005.0,"['Composición', 'Producción', 'Music Artist']","['Etude for the Dreamer (2023)', 'Desert Rose (2018)', 'Minuet (2010)']",[]
Rogério Falabella,,"['Reparto', 'Guion']",[],[]
Samaire Armstrong,1980.0,"['Reparto', 'Dirección', 'Guion']","['Cosas nuestras (2006)', 'Stay Alive (2006)', 'Devuélveme mi suerte (2006)']",[]
Whip Hubley,1957.0,"['Reparto', 'Arte']",['Decisión crítica (1996)'],[]
Christopher Allen,,"['Maquillaje', 'Reparto', 'Efectos especiales']","['Escuadrón suicida (2016)', 'Halloween Kills (2021)']","['Academy Awards, USA', 'Primetime Emmy Awards', 'Hollywood Makeup Artist and Hair Stylist Guild Awards', 'Fangoria Chainsaw Awards']"
Susan Skaf,,['Reparto'],[],
James Biberi,,"['Reparto', 'Producción', 'Guion']","['Drive (2011)', 'La venganza del hombre muerto (2013)', 'Los productores (2005)']",['Hermosa Beach Film Festival']
Ayoola Ayolola,,['Reparto'],[],
Gheorghe Visu,1951.0,['Reparto'],"['Dogs (2016)', 'Heidi (2019)', 'Toate pînzele sus (1977)']","['Romanian Union of Filmmakers', 'Sarajevo Film Festival', 'Gopo Awards, Romania']"
Binlong Pan,,['Reparto'],"['Wu ming zhi bei (2018)', 'Tang ren jie tan an (2015)', 'Qimen Dunjia (2017)']",['Macau International Movie Festival']
Baard Owe,1936.0,"['Reparto', 'Dirección']","['El reino (1994)', 'Headhunters (2011)', 'Gertrud (1964)']",[]
Noah Straley,,['Reparto'],[],
Christine Nyland,,"['Reparto', 'Guion', 'Producción']","['Distress Signals (2022)', 'An Unquiet Grave (2020)', 'Graves (2016)']",[]
Ginny Harman,,['Reparto'],[],
Ezrah Lin,,['Reparto'],[],
Troy Titus-Adams,,"['Reparto', 'Producción']","['Gente de barrio (1985)', 'Intergalactic Combat (2007)', 'Boulevard Zen (2009)']",
Eugenio Garcia,,"['Diseño de producción', 'Dirección de arte']",[],
Erin Hershey,1976.0,['Reparto'],"['Port Charles (1997)', 'Hospital General (1963)', 'Americanizing Shelley (2007)']",[]
Raquel Flores,,['Reparto'],[],
Serhiy Smiyan,,['Reparto'],[],
Noah Tscharland,,['Reparto'],[],
Jorge Lanata,1960.0,"['Reparto', 'Guion', 'Dirección']","['Deuda (2004)', 'La Argentina de Tato (1999)', 'Día D (1996)']",['Premios Martín Fierro']
Jesse Aaron Dwyre,,"['Reparto', 'Guion']",[],
Austin Enabulele,,"['Sonido', 'Cámara y electricidad', 'Reparto']",[],[]
Swati Ghatkar,,['Reparto'],[],
Paul Henßge,,"['Reparto', 'Guion']",[],
Demetrius Butler,,['Reparto'],[],
Pankaj Kapur,1954.0,"['Reparto', 'Dirección', 'Guion']","['Maqbool (2003)', 'Office Office (2000)', 'Gandhi (1982)']","['Filmfare Awards', 'Zee Cine Awards', 'National Film Awards, India', 'Apsara Film Producers Guild Awards', 'Indian Television Academy Awards, India', 'Screen Awards, IN', 'Indian Telly Awards', ""Bengal Film Journalists' Award""]"
Hebert Axel,,['Reparto'],[],['New York International Women Festival']
Viktor Sukhorukov,1951.0,['Reparto'],"['Brat 2 (2000)', 'Ostrov (2006)', 'Brat (1997)']","['Nika Awards', 'Russian Guild of Film Critics', 'Sozvezdie', 'Golden Eagle Awards, Russia', ""People's Artist of Russian Federation""]"
Tamara Lee Bailey,,['Reparto'],['Lilium (2021)'],
Hans Peter Hallwachs,1938.0,"['Reparto', 'Localización']","['Der Bär (1984)', 'Fabian (1980)']",[]
Alex Ansky,1939.0,['Reparto'],"['Orchestra of Exiles (2012)', 'Antenna (2016)', 'Kvodo (2017)']",
Karel Plíhal,1958.0,['Reparto'],[],
Jianbin Chen,1970.0,"['Reparto', 'Guion', 'Dirección']","['Yi ge shao zi (2014)', 'Di shi yi hui (2019)', 'Zhen Huan Zhuan (2011)']","['Golden Horse Film Festival', 'Golden Rooster Awards', 'Golden Eagle Awards, China', 'Beijing Student Film Festival', 'Golden Phoenix Awards, China', 'Macau International Movie Festival', 'Chinese Film Media Awards', 'Feitian Television Awards', 'Beijing International Film Festival', 'China Television Director Committee Awards', 'Huading Award', 'Asia Rainbow TV Awards', 'Golden Koala Chinese Film Festival', 'Seoul International Drama Awards', 'To Ten Chinese Films Festival', 'China Image Film Festival', 'Writers Guild of China Film Association', 'Domestic TV series Ceremony, China', 'Iqiyi TV and Movie Awards', 'Television Series of China Quality Ceremony']"
Jason Sklar,1972.0,"['Reparto', 'Guion', 'Producción']","['El chico de la burbuja (2001)', 'Los futboleros (2007)']",[]
Trezzo Mahoro,1996.0,"['Reparto', 'Producción', 'Especialistas']","['A todos los chicos de los que me enamoré (2018)', 'Al otro lado de la ley (2018)']",[]
Chris Pine,1980.0,"['Reparto', 'Producción', 'Guion']","['Star Trek (2009)', 'Wonder Woman (2017)']","['Boston Society of Film Critics Awards', 'Satellite Awards', 'ShoWest Convention, USA', 'Teen Choice Awards', 'CinemaCon, USA', 'Scream Awards', 'Denver Film Critics Society', 'GQ Men of the Year Awards']"
James Lane,,"['Reparto', 'Cámara y electricidad', 'Edición']","['Las chicas Gilmore (2000)', 'True Blood (2008)']",[]
Brock Harris,,"['Dirección', 'Guion', 'Producción']",[],"['Austin Film Festival', 'Long Island International Film Expo']"
Tom Hardy,1977.0,"['Reparto', 'Producción', 'Guion']","['Origen (2010)', 'Locke (2013)']","['BAFTA Awards', 'British Independent Film Awards', 'Critics Choice Awards', 'London Critics Circle Film Awards', 'Los Angeles Film Critics Association Awards', 'News & Documentary Emmy Awards', 'Teen Choice Awards', 'Toronto Film Critics Association Awards', 'Sant Jordi Awards', 'Chlotrudis Awards', 'Central Ohio Film Critics Association', 'Scream Awards', 'Houston Film Critics Society Awards', 'Online Film & Television Association', 'Nevada Film Critics Society', 'Russian National Movie Awards', ""C21's International Drama Awards""]"
Saskia Valencia,1964.0,['Reparto'],"['Sturm der Liebe (2005)', 'Rote Rosen (2006)']",[]
Brendan Backmann,,['Reparto'],[],
Mercedes Jadea Diaz,2000.0,['Reparto'],"['Vicky el vikingo (2009)', 'Cuando Papá Noel cayó del cielo (2011)', 'Vicky el vikingo y el martillo de Thor (2011)']",['Bambi Awards']
Stine Svastuen,,['Reparto'],[],
Evgeniy Lazarev,1937.0,"['Reparto', 'Equipos adicionales']","['Iron Man 2 (2010)', 'Dúplex (2003)', 'Pánico nuclear (2002)']",[]
Irvine Welsh,1958.0,"['Guion', 'Producción', 'Reparto']",['Trainspotting (1996)'],['Prix Italia']
Alan Gordon,,"['Edición', 'Efectos visuales', 'Cámara y electricidad']",[],['Creation International Film Festival']
Oscar Esqueda,,['Reparto'],[],
Fernand Folléa,,['Reparto'],[],
Toyoharu Kitamura,1974.0,"['Reparto', 'Dirección', 'Equipos adicionales']","['A ma de meng zhong qing ren (2013)', 'Ai ni yi wan nian (2010)', 'Miao Miao (2008)']","['Osaka Asian Film Festival', 'Chinese Film (Ningbo·Cixi) Festival']"
Oliver Lee,1985.0,"['Reparto', 'Dirección', 'Guion']","['Ferryman (2023)', 'Awaydays (2009)', 'Exhibit A (2007)']",[]
Jonno Roberts,,"['Reparto', 'Guion', 'Producción']","['Superperdidos (2016)', 'Message from the King (2016)', 'Adam Ruins Everything (2015)']","['Los Angeles Film Awards', 'Hollywood Blvd Film Festival']"
Ita Ever,1931.0,"['Reparto', 'Equipos adicionales']","['Tayna chyornykh drozdov (1983)', 'Vana daami visiit (2006)', 'Tagahoovis (1957)']",[]
Aljosa Kovacic,,"['Reparto', 'Guion', 'Equipos adicionales']",[],
Lito,,['Reparto'],"['Akyat bahay gang (1988)', 'Hubo sa dilim (1986)', 'Just Say You Love Me (1982)']",
Melinda Lee,,['Reparto'],[],
Hans-Eckart Eckhardt,1953.0,['Reparto'],"['Rush (2013)', 'Don 2 (2011)', 'Espías sin fronteras (1991)']",
Barbara Marten,1947.0,['Reparto'],"['Otra vuelta de tuerca (2020)', 'Hamlet (2015)', 'Casualty (1986)']",[]
Margaret O. Smith,,['Reparto'],[],
Holly Kwasny,,['Reparto'],['Star Formation (2012)'],
Gabriel Morales,1995.0,['Reparto'],"['Todos mis hijos (1970)', 'Mujeres desesperadas (2004)', 'El Cuerpo del Deseo (2005)']",[]
Amalia Moutousi,,['Reparto'],[],"['Istanbul Film Festival', 'Valladolid International Film Festival', 'Hellenic Film Academy Awards']"
Afshin Hashemi,1975.0,"['Reparto', 'Dirección', 'Guion']","['Pa berahne dar behesht (2007)', 'Gozar movaghat (2017)', 'Khodahafez Dokhtar Shirazi (2020)']",['Fajr Film Festival']
Luc Bouchard,,"['Sonido', 'Composición']",[],"['Horrorhaus Film Festival', 'Creepy Tree Film Festival']"
Károly Hajduk,1979.0,['Reparto'],"['Akik maradtak (2019)', 'Strangled (2016)', 'Libiomfi (2003)']","['Hungarian Film Week', 'Hungarian Film Critics Awards']"
Tinnakon Cheamsreesakul,,['Reparto'],[],
Kate Heppell,1985.0,['Reparto'],['Inspector George Gently (2007)'],
Hong Tao,1972.0,"['Reparto', 'Producción']","['Hei yanjing (1997)', 'Wang le qu dong ni (2013)', 'Xiao huan xi (2019)']","['Golden Rooster Awards', 'Hundred Flowers Awards', 'Huabiao Film Awards', 'Shanghai International Film Festival', 'Deauville Asian Film Festival', 'Shanghai International TV Festival', 'Golden Eagle Awards, China', 'Beijing Student Film Festival', 'Golden Phoenix Awards, China', 'Feitian Television Awards', 'Huading Award', 'Chunyan Awards', 'To Ten Chinese Films Festival', 'Domestic TV series Ceremony, China', 'Television Series of China Quality Ceremony', 'China Television Annual Ranking Award']"
Matt Gaglio,,['Reparto'],[],
Joshua Koopman,,"['Reparto', 'Producción']","['How to Rob (2022)', 'Ringolevio (2020)']","['San Antonio Film Festival', 'Massachusetts Independent Film Festival', 'The Shawna Shea Film Festival']"
Qin Li,1990.0,"['Reparto', 'Banda sonora']","['Qing yu nian (2019)', 'Princess Agents (2017)', 'The Captain (2019)']","['The Actors of China', 'Domestic TV series Ceremony, China', 'Tencent Video TV And Movie Award', 'Weibo Awards Ceremony', 'Golden Crane Award']"
Rolando Padilla,,"['Reparto', 'Producción']",[],
Ugur Can Tekin,,['Reparto'],[],
Bing Shao,1968.0,"['Reparto', 'Equipos adicionales']","['Chun tian de kuang xiang (1998)', 'Ying jia (1996)', 'El mito (2005)']","['Huabiao Film Awards', 'Golden Phoenix Awards, China']"
Ethel Lung,,"['Guion', 'Equipos adicionales', 'Reparto']",[],
Daniel Burke,,['Arte'],[],
Aizupietis Janis,,['Reparto'],[],
Stanislava Jachnická,1965.0,['Reparto'],"['Clownwise (2013)', 'Postel (1998)', 'Fany (1995)']",
Katherine Carlson,,"['Reparto', 'Guion', 'Producción']",[],
Erin Jeffery,,['Reparto'],[],
LaShay Evonne,,"['Reparto', 'Guion']",[],"['FilmCon Awards', 'Hollywood Gold Awards', 'London International Monthly Film Festival']"
Zachary Lennon,,"['Reparto', 'Arte']",[],
Merrina Millsapp,,['Reparto'],[],
John James,1989.0,"['Reparto', 'Producción', 'Banda sonora']",[],"['Boston Science Fiction Film Festival, US', 'Bravo Otto']"
Eduardo Roman,,"['Reparto', 'Producción', 'Equipos adicionales']",['Coast (2021)'],[]
Roger Lloyd Pack,1944.0,"['Reparto', 'Banda sonora']","['Harry Potter y el cáliz de fuego (2005)', 'Only Fools and Horses (1981)', 'El topo (2011)']",[]
Jer Adrianne Lelliott,1982.0,['Reparto'],"['Jack (1996)', 'Safe Harbor (1999)', 'Siete en el paraíso (1996)']",[]
Daphne Ramnath,1978.0,['Reparto'],"['In My Pocket (2011)', 'Bitter Sweet (2005)']",
Domiziana Giordano,1959.0,['Reparto'],"['Entrevista con el vampiro (1994)', 'Nostalgia (1983)', 'Zina (1985)']",['Fantasporto']
Christian Samuel Weber,,"['Reparto', 'Guion']",[],
Carlos Leyes,,['Reparto'],[],
Gizelle Faria,,['Reparto'],[],
María Ucedo,,['Reparto'],[],[]
Ethan Allen,,"['Reparto', 'Dirección', 'Guion']",[],"['L.A. Neo Noir Novel, Film & Script Festival']"
Gonzalo Blanco,,['Reparto'],[],
Kseniya Buravskaya,1977.0,['Reparto'],"['Klassnye muzhiki (2010)', 'Moroz po kozhe (2007)', 'Paris Connections (2010)']",[]
J. Patrick McCormack,,['Reparto'],['Armageddon (1998)'],
Kazi Khuboni,,['Reparto'],[],
Juan José Ballesta,1987.0,['Reparto'],"['El Bola (2000)', '7 vírgenes (2005)', 'Ladrones (2007)']","['Cinema Writers Circle Awards, Spain', 'Goya Awards', 'San Sebastián International Film Festival', 'Shanghai International Film Festival', 'Spanish Actors Union', 'Turia Awards']"
Jurij Zrnec,1978.0,"['Reparto', 'Guion']","['Gremo mi po svoje (2010)', 'Gremo mi po svoje 2 (2013)']",['Slovene Film Festival']
Vishal Kumar,,['Reparto'],[],
Heinrich Schweiger,1931.0,['Reparto'],"['Franz Schubert (1953)', 'Hiob (1978)', 'Jedermann (1961)']",[]
Margo Crupi,,['Reparto'],[],
Terry Tocantins,,"['Producción', 'Equipos adicionales', 'Reparto']",[],[]
Jacinto Bobo,,"['Reparto', 'Guion', 'Producción']","['Una vez más (2019)', 'Obra 67 (2013)', 'Plan de fuga (2008)']",['CINE NO VISTO Festival de Cine independiente']
Elizabeth Rossa,,['Reparto'],[],[]
Joe Spano,1946.0,"['Reparto', 'Banda sonora']","['Apolo 13 (1995)', 'Hollywoodland (2006)', 'Fracture (2007)']",['Primetime Emmy Awards']
Mentari De Marelle,1997.0,['Reparto'],"['Merah Putih Memanggil (2017)', 'Yasmine (2014)', 'LDR (2015)']",
Georgie Fuller,,"['Reparto', 'Guion']",[],
Paul Cicco,,['Reparto'],[],
Bhupal,,"['Dirección de producción', 'Equipos adicionales', 'Producción']",[],
Hichem Rostom,1947.0,['Reparto'],"['El paciente inglés (1996)', 'El conde de Montecristo (1998)', 'W pustyni i w puszczy (2001)']",[]
Brooke Butler,,['Reparto'],"['Ozark (2017)', 'Un día para morir (2022)']",[]
Isla Fisher,1976.0,"['Reparto', 'Producción', 'Banda sonora']","['De boda en boda (2005)', 'Confesiones de una compradora compulsiva (2009)', 'Rango (2011)']","['MTV Movie + TV Awards', 'Alliance of Women Film Journalists', 'Elle Women in Hollywood Awards', 'CinefestOz', 'Australian Academy of Cinema and Television Arts (AACTA) Awards']"
Dino García,,"['Reparto', 'Equipos adicionales']",[],
Gabriela de la Garza,1976.0,"['Reparto', 'Producción']","['Amarres (2021)', 'Narcos (2015)', 'Las Aparicio (2010)']",[]
Elisavet Kazopoulou,,['Reparto'],[],
Gabriel Niles,,['Reparto'],[],
E. Brent Anderson,,['Reparto'],[],
