,puntuacion_imdb,direccion,guion,argumento,duracion,titulo,anio;;;;;
"865,6.1,Mark Brown,Mark Brown,""An arrogant career woman plays a series of heartless mind-games with her boyfriend to """"put him in line,"""" only to discover that he has a few tricks up his own sleeve."",93,two can play that game,2001";;;;;
"866,3.9,Marie-Louise Ekman,Marie-Louise Ekman,""A television crew recording the successful play, """"Gibraltar"""". Not entirely without complications."",90,puder,2001";;;;;
"867,4.9,Árpád Schilling,István Tasnádi,""The powerful and famous TV-personality, Frau Plastic Chicken is providing a live coverage of a brutal serial killer's arrest by the police in her show, namely Nexxt. In the meantime as for a filling in of the gaps, of the time intervals without action her show is dealing with the life of Clockwork Orange's protagonist after the ending of the book and trying to show th... Leer todo"",116,nexxt,2001";;;;;
"868,6.4,Marion Vernoux,""['Nathalie Kristy', 'Marion Vernoux']"",Four people's fate in one day.,96,reines d'un jour,2001";;;;;
"869,6.5,József Pacskovszky,""['József Pacskovszky', 'Gabriella Prekop', 'Antal Szerb']"",-,110,vii. olivér,2001";;;;;
870,5.9,András Szöke,-,-,73,tündérdomb,2001;;;;;
"871,8.0,Yilmaz ErdoganÖmer Faruk Sorak,Yilmaz Erdogan,""Lives of residents in a small, Anatolian village change when television is introduced to them."",110,vizontele,2001";;;;;
"872,5.8,Miklós JancsóIstván Márton,""['Ferenc Grunwalsky', 'Gyula Hernádi', 'Miklós Jancsó']"",-,90,utolsó vacsora az arabs szürkénél,2001";;;;;
"873,6.8,Jorge Echeverry,""['Dago García', 'Luis Felipe Salamanca', 'José Luis Varela']"",A Colombian man's obsession with an international soccer match between his country and Argentina makes him commit the worst decisions of his life.,80,la pena máxima,2001";;;;;
"874,4.6,Johan Nijenhuis,""['Wijo Koek', 'Johan Nijenhuis']"",""The story about a wild week at the Spanish coast. Romance at the beach, competition on the dance floor. Salty water, sweet kisses..."",95,costa!,2001";;;;;
"875,4.6,Rahul Rawail,Rahul Rawail,""Here is another Indian that also closely resembles another Hollywood movie. This story revolves around the lives of two look-alike sisters, who are brought up separately by their estranged parents, who had separated due to a misunderstandings when the girls were little. The twins meet, find out about their backgrounds, and decide to switch places. One goes to live wit... Leer todo"",-,kuch khatti kuch meethi,2001";;;;;
"876,4.6,Gabriel Aghion,""['Jennifer Saunders', 'Dawn French', 'Gabriel Aghion']"",""Patsy has a penchant for alcohol, especially for a famous brand of champagne. Eddie is obsessed with her curves and perpetually electrified by cocaine, soothed by countless different sleeping pills."",105,absolument fabuleux,2001";;;;;
"877,4.6,Richard Berry,""['Jean-Marc Aubert', 'Richard Berry', 'Fabrice Roger-Lacan']"",A man must wait until a fixed date to have sex with the woman he loves,95,l'art (délicat) de la séduction,2001";;;;;
"878,5.4,Enrico Caria,Enrico Caria,""Three young druggies, trying to get their hands on a new, extraordinary drug, go on a wild adventure on the outskirts of Rome and get mixed up with dangerous fugitives, make-shift surgeons, pimps and diapers."",100,blek giek,2001";;;;;
"879,3.5,Harry Baweja,""['Harry Baweja', 'Anees Bazmee', 'Imtiaz Patel']"",""Anand Mathur comes from a middle-class background, but has always dreamed of living in luxury. His dreams take form when he meets with the only daughter, Kamini, of an aging and sick multi-millionaire. Kamini who is grossly overweight, approves of him, and soon both get married. Anand assists Kamini and her dad run their vaste business and soon becomes indispensable. ... Leer todo"",-,mujhe meri biwi se bachaao,2001";;;;;
"880,7.1,Joel Hopkins,""['Joel Hopkins', 'Iain Tibbles']"",""A young Nigerian man on the verge of being in an arranged marriage, suddenly questions his situation after an encounter with a stunning Latin woman, who is also about to be married."",97,jump tomorrow,2001";;;;;
"881,5.2,Frank Whaley,""['Jonathan Marc Sherman', 'Frank Whaley']"",""A failed New Jersey inventor embarks on a career as a standup comic, turns to drink, and labors to keep his family together."",96,the jimmy show,2001";;;;;
"882,5.9,Philippa Cousins,""['Belinda Bauer', 'A. Weeraratne']"",A teenage girl whose eerie resemblance to a local Welsh beauty queen killed 14 years earlier disturbs one of the men responsibile for her accidental death.,97,happy now,2001";;;;;
"883,6.5,Thomas Bardinet,""['Thomas Bardinet', 'Gilles Marchand', 'Daniel Martínez']"",""Jacques, painter and great seducer, is about to receive for dinner the charming Claire, a young girl of 20. In his forties, penniless but astute, Jacques has prepared a sumptuous meal."",89,les âmes câlines,2001";;;;;
884,5.4,Fredrik Lindström,Fredrik Lindström,Alexander Engberg is a popular TV talk show host and a real party animal who dreams of finding the right woman.,96,känd från tv,2001;;;;;
"885,5.6,Patrick Alessandrin,""['Patrick Alessandrin', 'Lisa Azuelos']"",Three men are abandonned by their wives for a few days in the summer holidays. They are alone with five kids to feed and a house to maintain. And they will learn what they did wrong with their wives.,90,15 août,2001";;;;;
"886,7.2,Klaus Gietinger,Klaus Gietinger,""When railroad lines are shut down again and again and employees are laid off, Kurt Grantke takes the initiative and, armed with an angle grinder, tries to dissuade the commercial railroad from its goals by committing acts of sabotage."",99,heinrich der säger,2001";;;;;
"887,5.4,Stephen Kane,Stephen Kane,""An Irish road movie shot on location in Jersey and Dublin featuring the journeys of two characters, twentysomething medical-school dropout Elliot and Anna, a nine-year-old adult. Fast tractors, flash cars, Ferris wheels, a goldfish with an odd name, and the search for a 1950s movie icon in Tramore."",-,the crooked mile,2001";;;;;
"888,4.5,Shane Edelman,""['Marissa Ribisi', 'Meredith Morton', 'Shane Edelman']"",A young man moves to Los Angeles to make something of himself -- but finds that such a task might take a little more work than he thought -- in this hilarious romantic comedy.,94,according to spencer,2001";;;;;
889,7.6,Craig Singer,Robert Dean Klein,A pulp-fiction type dark comedy about 3 hitmen who are given a list of places to go. They arrive at the locations on the list and there they must figure out what they need to do.,98,dead dogs lie,2001;;;;;
"890,6.2,""['Johnnie To', 'Ka-Fai Wai']"",""['Ka-Fai Wai', 'Nai-Hoi Yau', 'Ben Wong']"",A gifted female warrior is destined to marry the emperor and bring prosperity to the dynasty.,123,chung mou yim,2001";;;;;
"891,4.6,Jean-Paul Lilienfeld,""['Alain Gagnol', 'Jean-Paul Lilienfeld']"",""A professional killer decides to change his job, convinced that this decision will bring his wife out of the coma into which he accidentally plunged him."",95,hs - hors service,2001";;;;;
"892,6.6,Nanouk Leopold,Nanouk Leopold,""Three friends who never took life too seriously, now around thirty, start to realize they cannot laugh everything off anymore."",82,îles flottantes,2001";;;;;
"893,5.8,Teddy Chan,""['Rod Dean', 'Ivy Ho']"",-,108,the accidental spy,2001";;;;;
"894,6.0,Henry Jaglom,""['Victoria Foyt', 'Henry Jaglom']"",""Cannes, 1999. Alice, an actress, wants to direct an indie picture. Kaz, a talkative (and maybe bogus) deal maker, promises $3 million if she'll use Millie, an aging French star. But, Rick, a big producer, needs Millie for a small part in a fall movie or he loses his star, Tom Hanks. Is Kaz for real? Can Rick sweet-talk Alice and sabotage Kaz to keep Millie from taking... Leer todo"",100,festival in cannes,2001";;;;;
"895,6.0,Narasimha Rao Relangi,""['Partha Sarathi Sankaramanchi', 'K. Viswanath']"",-,-,apparao ki oka nela thappindi,2001";;;;;
896,5.9,Vanessa Middleton,Vanessa Middleton,A group of friends each face an emotional crisis as they approach thirty years of age.,110,30 years to life,2001;;;;;
"897,6.0,Hella Joof,""['Hella Joof', 'Klaus Bondam', 'Thomas Gammeltoft']"",""Jakob proposes to his boyfriend, Jørgen, during a party in their apartment. He later kisses Caroline, the wife of Jørgen's brother. It becomes an affair."",98,en kort en lang,2001";;;;;
"898,3.3,Douglas Wolfsperger,""['Annette Ernst', 'Klaus Gietinger', 'Leo Hiemer']"",-,103,meine polnische jungfrau,2001";;;;;
"899,7.4,Jakob Hilpert,""['Jakob Hilpert', 'Paul Mollenhauer']"",Paul is very good at setting up extremely unsuccessful businesses. He lives in a garage between a trading company and a furniture store.,85,kleine kreise,2001";;;;;
"900,5.8,""['Wendy Bott', 'Tom Dorfmeister']"",""['Wendy Bott', 'Tom Dorfmeister']"",-,88,robbie's brother,2001";;;;;
"901,5.4,Tim Hill,""['David L. Watts', 'Jonathan Bernstein', 'Mark Blackwell']"",""Max Keeble, the victim of his 7th grade class, plots revenge when he learns that he's moving, but it backfires when he isn't after all."",86,max keeble's big move,2001";;;;;
"902,4.2,Pekka Lehto,""['Jaakko Heinimäki', 'Tarja Jakunaho', 'Pekka Lehto']"",""A fictitious biography of Aira Samulin, the goddess of dance and importer of all the international dance crazes to Finland for some fifty years. The life story of this extravagant ever-teen, well beyond the usual retirement age, is told inside a fictitious plot about a Master of Ceremonies trying to persuade Aira to stage a show at his cabaret restaurant. Besides Aira... Leer todo"",95,tango kabaree,2001";;;;;
"903,6.6,""['Yves Angelo', 'Yamina Benguigui', 'Paul Boujenah']"",""['Yves Angelo', 'Djanet Aouadi', 'Samia Ayeb']"",Twelve short stories about racism in every day life,70,pas d'histoires!,2001";;;;;
"904,6.6,Arild Østin Ommundsen,""['Gro Elin Hjelle', 'Eigil Kvie Jansen', 'Arild Østin Ommundsen']"",""Pia is coming home for Christmas after traveling in England for about 6 months. She wants to catch up with her boyfriend Kristoffer, who was supposed to join her on the trip, but backed out at the last minute. Finding him turns out to be quite a task. While searching, she meets several more or less disgruntled and dissatisfied people. And when Santa turns up, things s... Leer todo"",84,mongoland,2001";;;;;
905,5.3,Jean-Claude La Marre,Jean-Claude La Marre,-,83,higher ed,2001;;;;;
"906,6.1,""['Jacob Kornbluth', 'Josh Kornbluth']"",""['Josh Kornbluth', 'Jacob Kornbluth', 'John Bellucci']"",""Josh has an offer to """"go perm"""" at his employer and the first task is to mail 17 high priority letters....something that seems a little difficult to do."",88,haiku tunnel,2001";;;;;
"907,5.6,György Czabán,""['Sándor Buglya', 'György Czabán', 'Csilla Gyõri']"",-,90,feri és az édes élet,2001";;;;;
"908,4.6,Francesco Nuti,""['Carla Giulia Casalini', 'Ugo Chiti', 'Francesco Nuti']"",-,91,""caruso, zero in condotta"",2001";;;;;
"909,6.1,Kiko Stella,""['Francesco Bruni', 'Marina Mizzau', 'Heidrun Schleef']"",-,98,come si fa un martini,2001";;;;;
"910,6.3,Maurizio Sciarra,""['Marco Ferrari', 'Enzo Monteleone', 'Maurizio Sciarra']"",""As April 25, 1974 dawns, 25-year-old Marco, an Italian, and his Portuguese friend Victor leave Paris on a yellow Citroen 2CV. They are bound for Lisbon, which on that night was freed from Europe's longest dictatorship. The two are joined by Claire, Victor's former girlfriend and University classmate, who wants to take a break from everyday life (including her husband ... Leer todo"",100,alla rivoluzione sulla due cavalli,2001";;;;;
"911,6.2,Humberto Solás,""['Sergio Benvenuto', 'Elia Solás']"",""When his father dies, a Cuban man who was raised in the United States, learns that he was not abandoned by his mother but illegally taken out of Cuba. He goes back to the island and is helped in his search by a cousin and a taxi driver."",126,miel para oshún,2001";;;;;
912,6.9,Roger Majkowski,Roger Majkowski,-,90,passing stones,2001;;;;;
"913,6.4,Étienne Chatiliez,""['Laurent ChouchanÉtienne Chatiliez', 'Yolande Zauberman']"",-,108,tanguy,2001";;;;;
"914,5.7,Jean-Pierre Mocky,""['Fredric Brown', 'Jean-Pierre Mocky', 'André Ruellan']"",""After a car accident, Jean Mardet ends the agony of his wife with a rock. Mardet then keeps killing because he believes that God himself has entrusted a mission to him: kill the unfortunate souls."",88,la bête de miséricorde,2001";;;;;
"915,4.7,Piero Chiambretti,""['Diego Amodio', 'Leonardo Benvenuti', 'Piero Chiambretti']"",A well-known television host tells a story in which he is seduced and abandoned.,95,ogni lasciato è perso,2001";;;;;
"916,7.7,""['Reid Green', 'Florian Sachisthal']"",""['Reid Green', 'Florian Sachisthal']"",""Set in Bohemian New York and inhabited by ambitious artists of every medium, The Experience Box tells the story of three friends and the extreme measures they take to re-invigorate their languishing creative lives. Led astray by 'experience junkie' Jerome, his friends Anna and Julian soon find themselves embroiled in a wicked web of deceit - and up to their eyeballs i... Leer todo"",99,the experience box,2001";;;;;
