,puntuacion_imdb,direccion,guion,argumento,duracion,titulo, anio
800,5.2,Guru Deshpande,"['Nadirshah', 'Prashanth']","John, Jani and Janardhan are three carefree youngsters whose lives change after they learn about a murder and set out to find the culprit.",136,john jani janardhan,2016
801,-,S. Chandru,S. Chandru,-,128,ananthana chellata,2016
802,-,Smile Sreenu,Smile Sreenu,"This socially relevant saga delves into the terrible consequences of illegal mining in the Bellary district of Karnataka, which is renowned for its rich gold mines. Will India always end up losing out to rampant corruption and greed?",151,ballari darbar,2016
803,-,Raj .Bn,-,The film is all about what happens when the marriage takes place opposing the elders of the family. The movie gives importance to bike racing.,132,one time,2016
804,-,-,-,"This film, despite its technical shortcomings, has a story with its soul in place and is worth a watch for the old school film buffs who want their film to transcend from being more than just mere entertainment.",65,kempammana court case,2016
805,-,Om Sai Prakash,Om Sai Prakash,-,137,sri omkara ayyappane,2016
806,-,Zhang Kunyi,Zhang Kunyi,-,89,a woman in the shadow,2016
807,8.2,Meto Ege,Meto Ege,"Cougar is a sought-after gangster and a passionate racing driver in Germany. In Lüdenscheid he messes with the mechanic Jay. During the manhunt for Cougar, who ran over a police officer in an illegal car race, whereupon Jay is the eyewitness and Cougar escapes.",95,rumble in lüdenscheid,2016
808,6.0,Bill Purple,"['Robbie Pickering', 'Bill Purple']",-,106,the devil and the deep blue sea,2016
809,-,Ignacio Guarderas Merlo,Ignacio Guarderas Merlo,-,-,morería 17,2016
810,7.5,Sharat Katariya,Sharat Katariya,Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?,109,dum laga ke haisha,2016
811,-,Edwin Charmillot,Edwin Charmillot,-,55,icar,2016
812,-,-,Josué Fiallo,Rocio is a drug addicted who sees the death in her home. She is trying to escape but she puts an end to her life instead,-,only a mad knows,2016
813,-,Jason J. Loya,"['Ryan De', 'Ramos', 'Jason J. Loya']",A woman's pain takes her on a dark journey where she must find new hope or be lost forever.,48,élan vital,2016
814,-,Rachel O'Riordan,Gary Owen,"Effie, a typical discontented 'youth', finds herself in a situation that makes her rethink her entire life.",76,iphigenia in splott,2016
815,5.3,Hun Kim,Hun Kim,"Yong-joon decides to run away to the South, risking his life to meet Tae-gyu. Despite their longing for the North, they are unable to decide between them, leading to misunderstandings and pain.",98,eoneu yeoreumnal bame,2016
816,-,Franca Jessica,Franca Jessica,-,-,oculta,2016
817,-,David Rowlett,David Rowlett,A filmmaker is entangled in a crime ring. The story includes his short films.,61,grateful films,2016
818,-,-,David Bisbano,-,88,across the pampas,2016
819,6.6,David Schurmann,"['Victor Atherino', 'Marcos Bernstein', 'Eliane Carneiro Ribeiro']",-,107,pequeno segredo,2016
820,7.0,Brad Furman,"['Ellen Furman', 'Robert Mazur']",-,127,the infiltrator,2016
821,7.0,Morten Tyldum,Jon Spaihts,-,116,passengers,2016
822,-,Alexander Atanesyan,Alexander Atanesyan,-,88,v ozhidanii charlotte corday,2016
823,-,"['Anna Brownfield', 'Mia Lehrner', 'Morgana Muses']",-,-,99,ages of sex,2016
824,3.4,Miraç Kazanci,Eset Akcilad,The experiences between the idealist reporter Elif and the doctor Riza while trying to find the refugee girl named Adab.,101,kirintilar,2016
825,5.7,"['Ricardo de Montreuil', 'Rupert Wyatt']","['Elgin James', 'Cheo Hodari Coker']",-,98,lowriders,2016
826,-,Jennifer Jackson,Jennifer Jackson,-,-,secrets that bonds us,2016
827,5.9,Sergio Esquenazi,Sergio Esquenazi,Lorenzo Cupari returns in the second version of the film Number 8. This version has new characters and new scenes. Leviatan has become a new film in its own right.,80,leviatan,2016
828,-,Enze Xie,Peihe Wu,-,74,shao nian zhu yuan zhang,2016
829,-,Cice Rivera,Cice Rivera,-,-,quest of uncertainty,2016
830,-,Charlotte Bayer-Broc,-,-,49,los diablos azules (au pays des diables bleus),2016
831,-,Nasser Mohammadi,Alireza Akhlaghi,-,-,"atr-e shirin, atr-e talkh",2016
832,6.6,Shahab Hosseinpour,"['Mohammad Amir Yar', 'Ahmadi']",Tell everyone the bear is dead,88,bivehaye ghamgin salar jang,2016
833,5.2,Jon Cassar,Jack Olsen,-,107,when the bough breaks,2016
834,-,Roja Matelja Mugabirwe,Roja Matelja Mugabirwe,"A struggling lawyer finds out the hard way when he discovers a secret. As he races against time, he must choose. In-spite of having a young son, demanding job and Hospital bills midst being engulfed in the game of Hate, Truth and Lies.",-,n.s.i.w.e,2016
835,-,Bahrom Yaqubov,"['Bahriddin Abdusattorov', 'Gaybulla Razzokov', 'Bahrom Yaqubov']",-,-,boyvachcha kuyov,2016
836,-,Abhikant Tiwari,Abhikant Tiwari,-,90,chhaya,2016
837,-,"['James Mac', 'Donald']",Mike Bartlett,"Last week, Andrew was that guy with his girl lunching in KFC, discussing apartments and making plans for the future. Today he's in Moscow, in an undisclosed hotel room, on the run and at risk of assassination.",107,wild,2016
838,-,Umanu Elijah,Christian Nzekwe,-,-,dark spotlight,2016
839,7.0,Monty Tiwa,"['Dwitasari', 'Benni Setiawan', 'Monty Tiwa']",-,100,raksasa dari jogja,2016
840,6.4,John Asher,"['Colin Goldman', 'Steve C. Roberts']","After his wife dies of cancer, an overworked engineer struggles to care for his son with autism. His son in response to bullying regresses into a fantasy world escape.",95,a boy called po,2016
841,-,Peter Crawford,"['Dylan Jacobs', 'Tyler R. Mancovitz']",-,-,jack & miles,2016
842,-,Hee-il Leesong,-,"Jirisan Mountain is completely blocked for search task of the police. Jeong-ok with tourists for culture visit tries to take a hidden path to enter there without letting the police know. She is followed by Jae-won. As one chases the other, they go deeper and deeper in the mountain.",47,mi-haeng,2016
843,-,Farhad Ahmed,-,-,-,daily fright night blood mirror,2016
844,-,Louis Spetrino,Louis Spetrino,"Six students are selected by their teacher, Mr. Perdita to take part in an after school project. They agree to take part no realizing that Mr. Perdita has secretly placed cameras in the library to catch the real life drama that unfolds.",86,incomplete,2016
845,-,Nathan Sirikumara,-,-,-,chloe lives,2016
846,-,Jorge Luis Sánchez,Jorge Luis Sánchez,-,-,cuba libre,2016
847,-,Confidence Effanga,Georgina Okoko Edime,-,-,sunset at noon,2016
848,-,Véronique Lindenberg,-,-,-,les caprices,2016
849,-,Federico Maio,"['Carmelo Cambria', 'Carmelo Farini', 'Federico Maio']","A young girl named Carmela works in her mother's tailor shop. Carmela will find the body of a magistrate murdered by the mafia, and this will catapult her to meet Fausto, a journalist who arrived from Rome to investigate the murder.",-,malamuri,2016
850,-,Sarah Ellis,Shaun Dellenty,"BOY's story follows Joe and his three close friends as a seemingly harmless in-joke moves from 'banter' to something much more sinister after an incident at a party, resulting in a tragic escalation of events with life-changing consequences for all involved.",-,boy,2016
851,6.7,-,-,52 minutes of previously lost footage from Blue Velvet.,50,blue velvet lost footage,2016
852,-,Hamed Sedaghat,Hamed Sedaghat,-,-,faces and mirrors,2016
853,-,G. Prabha,G. Prabha,-,108,ishti,2016
854,-,Abbas Lajevardi,-,"The Birthday Party is the story of a Syrian family living in the Zainabia district where the Takfiri terrorists are eager to conquer. While Rashad, the happy teenage boy of the family, is celebrating his little sister's birthday, his neighborhood is faced with a heavy attack from the Takfirist. After this dangerous event, his family decides to leave home and search fo... Leer todo",77,jashne tavalod,2016
855,-,Mageye Hassan,Mageye Hassan,-,-,invisible cuffs,2016
856,7.4,Arindam Bhattacharya,-,"A girl named Rimly was molest by the son of a school member. Then she committed suicide. A police detective from Kolkata, Aniket Sanyal, goes on a long vacation after the death of his wife. However, a mysterious death of a tourist forces him to cut short his vacation.",92,antarleen,2016
857,-,Keramat Pourshahsavari,Keramat Pourshahsavari,-,88,sahel-e amn,2016
858,-,Xu Tang,Jinhai Chen,-,95,ai qing bu deng shi,2016
859,-,Iván Cuevas,-,Victoria is a religious fanatic who uses her charms to seduce the sinners who cross her path.,90,perros rabiosos,2016
860,-,"['Mukesh Hariyani', 'Amit Patel']",Mukesh Hariyani,"This story is a youthful romantic drama follows the life of a fearless youngster, whose lover becomes the obsession of an arrogant man, who wishes to possess her at any cost. Can the youngster find a way to protect his love against all odds?",127,ek bija mate,2016
861,-,Utpal Modi,-,"Love U Baka is the story of Baka who arrives in Ahmedabad from a village to pursue higher education and get a job. But as events unfold, he is made to live among two crooks, Sameer and Jigar. However, they become close friends after a series of comically unfriendly events. Life takes a u-turn for Baka when he falls in love with Gini, sister of Chote Dhirubhai, a land ... Leer todo",-,love u baka,2016
862,-,Yuvraj Jadeja,Yuvraj Jadeja,"Always Rahishu Sathe is the love story of a doctor and his patient, who is suffering from terminal cancer.",131,always rahishu saathe,2016
863,7.6,Rahu Thummar,Sanjay Prajapati,-,142,lavari,2016
864,-,Bipin Bapodra,Bipin Bapodra,"When Anjali's husband gets severely injured soon after her marriage, Vikram comes to her rescue. What is the actual relationship between Vikram and Anjali? What the future holds in store for them?",138,duniya jale to jale,2016
865,-,Vinesh Prabhakar,-,-,-,mangu sayba janmo janam no sath,2016
866,6.7,Ashissh Bhat,Ashissh Bhat,"Luv and Ria, who initially hate each other, slowly start fall in love and wish to get married. However, it turns out that Ria's father has some unfinished business with Luv's father.",147,half ticket,2016
867,-,Jeet Kanani,-,-,136,jivan sathi,2016
868,-,Keshav Rathod,-,-,113,ekko badshah rani,2016
869,-,Jagdish Soni,Jagdish Soni,-,136,chor na bhai ghanti chor,2016
870,-,Harry Baraiya,Harry Baraiya,-,155,patel paachho na pade thakor koi thi na dare,2016
871,6.8,Nishith Brahmbhatt,Nishith Brahmbhatt,"This is a comedy about three physically impaired brothers named Nayan (blind), Dhwanit (mute) and Karan (deaf). Their lives take endearing turns when they meet a beautiful thief named Sheena.",135,3 doba: three mistakes of god,2016
872,-,Rafik Pathan,-,-,168,patel ni patlai ane thakor nee khandani,2016
873,-,Batuk Thakor,-,-,150,maa ne vahlo dikaro dikrane vahali maa,2016
874,-,Haresh S. Pandya,Haresh S. Pandya,-,130,su karisu,2016
875,-,Rajesh Bhatt,Kartikeya Bhatt,"In a village without women, the men must do all the work and suffer without love or children. Basant and Bahar are sent into such a world, where they are welcomed and treated as the centre of attention.",126,chhokri vinanu gam,2016
876,-,Vishal Vada Vala,"['Devendra Gupta', 'Vishal Vada Vala']",Fillam is an urban Gujarati movie. It is a story of an engineering student who wants to become a superstar.,151,fillam,2016
877,-,Rafique Pathan,-,"An innocent spirit Ramlo charms everyone around him with his helpful nature. Some people adore him, while some take him for granted, but he is really in demand with children. His love for his mother is eternal and so profound that he cannot resist even a finger pointed towards his mother. The story takes a turn when his innocence attracts the daughter of the most pres... Leer todo",-,premrang,2016
878,-,"['Divyesh Kathiriya', 'Aziz Sumara']",-,"The movie is a comedy drama about two friends who fall in love one with a Muslim, and the other with a Hindu girl. However, confusion ensues when one of the duo, who had fallen in love with a Hindu girl, realises on wedding day that his bride-to-be is a Muslim, and vice versa. The chaos and comedy of errors that takes place forms the crux of the film.",153,alya have shu?,2016
879,7.0,Hitu Patel,Hitendra Patel,"Everyone has golden memories of their college life, when they were carefree and independent. Get ready to relive those days with College Bus.",135,college bus,2016
