,puntuacion,datos_direccion,datos_guion,argumento,duracion_minutos,nombre_peli,anio_peli
2061,6.1,Brad Kammlah,Brad Kammlah,"Struggling to mask the pain from years of sexual abuse, Joy finds herself trapped in a secret addiction. But when her mother refuses to believe the truth about her father, Joy tries to find her own way out.",15,conception,2009
2062,,,,,,the night,2009
2063,6.4,-,-,"The story is set in the Sengoku period. A rounin called Nanashi saves a young boy Kotarou at an abandoned temple. Kotarou has no family, is pursued by a mysterious militia organization from China and hires Nanashi as his bodyguard.",3,sutorendjia - muko hadan,2009
2064,-,-,-,Reparto principal,-,as we forget,2009
2065,-,Kris Krainock,Kris Krainock,"Over a seaside chess game, a man recalls various stages of his youth while memory, fantasy and reality blend together.",12,flying circus,2009
2066,-,Jesper Miller,"['Philip Bernhard', 'Jesper Miller']",-,11,alice & simon,2009
2067,-,Enrico Bonino,"['Enrico Bonino', 'Sonia Cosco']","The short film tells, between poetry and historical documentation, the last hours of life of the poet Federico Garcia Lorca before being executed by the Francoists.",12,garcía,2009
2068,-,Glib Lukianets,"['Glib Lukianets', 'Evgeniy Bentsa', 'Marta Molfar']",-,13,ilona,2009
2069,8.5,Kelly Burkhardt,Kelly Burkhardt,"In a depraved and forgotten pocket of Philadelphia, a ruby-lipped beauty is brutally strangled. But this Kewpie doll is just another stiff Jane in a city so deep in dirty deals and sordid crimes that her cries never reached the surface. It's up to gutsy dame Detective Charlie Forest to unearth the ugly truth. What will come of the evidence that pulls her towards the i... Leer todo",-,tremble & spark,2009
2070,-,Haixiao Du,Haixiao Du,Which fate awaits a deserter from the Red Army and an illegal chinese student in Paris ?,34,the archer's hand,2009
2071,8.2,Felice Goetze,Felice Goetze,"They are beautiful, quick-witted and invulnerable and Nadine would like to be just like them: Steff and Damila are two Munich girls who use their powers extremely confidently. Bored of everything, they are constantly looking for a change. Maybe Nadine can help you with that. Because Nadine comes from a small town somewhere in East Germany.",25,unverwundbar,2009
2072,5.7,Ramon Zürcher,Ramon Zürcher,"Nadine and Janine share a flat together with their friends Mark and Andreas. The flat share is a universe with its own rules, languages, manners and relationships. A stimulating place, where chaos is floating through corridors and rooms. Pending over everything is the approaching breakup of the community, which becomes more and more perceptible within short moments of... Leer todo",34,reinhardtstraße,2009
2073,7.5,Blake Soper,Blake Soper,-,-,water pills,2009
2074,-,Gigi Hozimah,Gigi Hozimah,-,5,window,2009
2075,6.1,Stephen Imwalle,"['Stephen Imwalle', 'Cormac Mc Carthy']","A woman bears her brothers child and as soon as the child is born, the man takes the child out in the woods to leave for it to die. As soon as the woman finds out it is a lie, she sets of to find the child. But she has no idea what lies ahead of her adventure to save her child.",15,outer dark,2009
2076,6.2,Nick Corporon,"['Nick Corporon', 'Johnny B', 'Dunn Gareth Dutton']","A drama about Gavin, a recovering alcoholic, who dies and ends up in a strangely familiar bar where the mysterious Bartender lets him live out favorite moments form his life before entering heaven.",17,last call,2009
2077,-,Mark Dollard,Mark Dollard,"The Truth about Love. Official Selection, Manchester Film Festival, 2010.",22,a cupid mistake,2009
2078,-,"['Marianna Rhosa', 'Jo Paulo Saraceni']",['Jo Paulo Saraceni'],-,-,casarão amarelo,2009
2079,-,Sebastian Podesta,"['Sebastian Podesta', 'Teke Wiggin']","College kid, Cody, is a fish out of water when he reports to his community service sentence in New York City. As he tries to get through this day he comes in contact with fellow offender, John, who offers Cody a new perspective on his future.",22,community service,2009
2080,-,['Mark A Grey'],['Mark A Grey'],"Levi is about to become the head of the eastern conference of churches. He has fed many, blessed many and guided the church from humble beginnings to a multi million pound organisation. But he has a secret. His daughter, Abi was abused by Levi as a teenager and is looking for closure. So they agree to meet one final time before she talks to the press.",11,holy hush,2009
2081,-,Andrea Ferrari,Andrea Ferrari,'Amor in Motion' is about two strangers struggling with the beginning and ending of love.,-,amor in motion,2009
2082,-,Layla Wu,Layla Wu,The Affair is a film about a family's breakdown and re-connection through the eyes of a child.,-,the affair,2009
2083,-,['Sven Eric Maier'],['Sven Eric Maier'],"On a business trip, a super successful consultant returns from England to his home town on the mainland where he stumbles upon his high school sweetheart.",15,festland,2009
2084,-,['Antonio Gil Aparicio'],"['Antonio Gil', 'Aparicio Fulgen Valares']",-,-,el viaje de cris,2009
2085,-,Jay Akin,Kyle Hatley,-,7,queen of diamonds,2009
2086,-,"['Attila Gigor', 'Mark Gorobets', 'Joanna Rechnio']",-,"6 young directors from 6 countries in 3 days in front of the Golden Drum participants created, shot and edited each their own short film on a topic »7 Deadly Sins«. The topic was revealed to each director only 6 hours before the shooting begins. They all have the same working conditions, the same technical equipment and two actors available. That's the way they can eq... Leer todo",-,7 deadly sins (studio drum),2009
2087,-,Rafael Jannarelli,"['Rafael Jannarelli', 'Fabio Sallva']","A couple dinner is always seen as a romantic situation. Everything very beautiful and perfect. Not for Márcio. Dinner is when he realizes that he can no longer be with that person. It is not known why this happens to him, or why it makes dinner an embarrassing situation in which he does not even want to look at the person who is with him. Despite lost memories, Márcio... Leer todo",-,quatro jantares,2009
2088,-,Ryûgo Nakamura,Ryûgo Nakamura,-,10,yagi no sanpo,2009
2089,,,,,,familia,2009
2090,-,Enrique Novials,"['Enrique Novials', 'Mario Ollero']",-,-,compost,2009
2091,-,Ajay Lohan,Ajay Lohan,-,-,payback,2009
2092,5.3,Yann Gonzalez,Yann Gonzalez,-,15,les astres noirs,2009
2093,-,Brad Lemonds,-,"An aspiring screenwriter befriends an up-and-coming actress with hopes, she is his ticket to success in Hollywood.",10,wannabe,2009
2094,-,-,-,Reparto principal,-,feliz cumpleaños,2009
2095,-,['Julio C Gaviria'],-,-,29,muere la muerte,2009
2096,-,Ianis Guerrero,Ianis Guerrero,-,-,el teatro está cerrado,2009
2097,9.4,Clark Johnson,"['Siraj Bah', 'Minkiai Burgos', 'Tiauna Clark']",A short film about youth and masculinity.,-,misunderstood,2009
2098,-,Orestes Matacena,"['Joseph Anderson', 'Monty Fisher']","Adapted from a true story from a book of the same name, where criminal and drug addict, Joseph Anderson, who is at the end of his rope, makes a deal with God and asks him to help him stop his addiction and criminal behavior. In return he will become a preacher. Joseph goes with his wife and two kids to preach in Africa. Then, he returns to Tennessee, gets his car and ... Leer todo",21,from punk to pastor,2009
2099,-,Jonathan Clarke,Jonathan Clarke,A newlywed struggles with the loss of this wife after experiencing infidelity.,10,come home,2009
2100,-,"['Alvaro G', 'Guti Lina', 'Marcela G', 'V Morales']","['Taller Cinematograf', 'Idea Realizaci']",-,29,in sentidos,2009
2101,-,Gérard Courant,"['Nicole Brenez', 'G Courant', 'Nathalie Hubert']",-,4,montre oeil mon oeil,2009
2102,6.0,-,-,Reparto principal,2,letter to detroit,2009
2103,-,Amir Hasanzadeh,Amir Hasanzadeh,-,8,khili zood khili dir,2009
2104,8.0,Christopher Radcliff,Christopher Radcliff,"While working the late shift at an all night diner, Bonnie's world is disrupted by the arrival of a mysterious stranger.",15,stranger,2009
2105,-,Claudia Wydler,Claudia Wydler,-,14,el juicio f22.0,2009
2106,-,Tijuana Layne,Tijuana Layne,"Love Me is the story of three women of color navigating through pain and isolation. The Blond woman who is actually a bi'racial woman, seeks vengeance because her father never accepting her racial identity. A black woman deals with drug abuse and sexual exportation after the emotional and phycological abuse by her father. An immigrant woman trying to survive so she ca... Leer todo",-,love me,2009
2107,8.6,Olivier Kaempfer,Olivier Kaempfer,"A road trip set in the Swiss Alps, as the paths of Italian motorist Filippo and Serbian hitchhiker Boris cross in dramatic circumstances while both travelling back to their homelands to face their two very different pasts.",-,a road apart,2009
2108,-,Isabella Eklöf,Isabella Eklöf,A clash of cultures takes place when a dark skinned girl guests a German family as an exchange student.,21,willkommen in barbaristan,2009
2109,6.4,Dan Faltz,"['Dennis Cooper', 'Dan Faltz']","Classmates Steve and George are part of a frightening food-chain. For Steve, high school is a game. Seducing his classmates gives him his sense of purpose and fuels his art and poetry. When Steve sets his sights on the school star athlete, he starts a cat and mouse chase which could ruin him and his idol. George, the school recluse, copes with the stress of his mother... Leer todo",34,weak species,2009
2110,5.2,Elisabetta Bernardini,Catia Chiavarini,"Summer 1944. Rosa's dramatic passage into adulthood from childhood, carried through her first love story.",18,la ritirata,2009
2111,-,Sanjay Sakshii,Sanjay Sakshii,-,-,on the way,2009
2112,6.3,Diane Namm,Diane Namm,What happens when cult leader Rev. Dobbins comes to take 13-year-old Esmee Johnson as his wife.,14,the sacrifice,2009
2113,-,Ilya Bazhko,Ilya Bazhko,"Starting from the first recorded murder of one person by another (the Cain and Abel brothers), the author of the film tried to create a situation in which the next organized war appears in all its futility and anti-humanity.",21,abel,2009
2114,4.1,Luigi Cecinelli,['Andrea Dal Monte'],"A Police SWAT troop is entering an abandoned factory where a sadistic serial killer named 'The Spider' detained his victims. The entire squad is massacred and for Doctor Leemen, psychiatrist and profiler, is the last unbearable defeat. So, he decide to leave the case and return to his ancient work in a Psychiatric clinic for teenagers. Here he treats Matthew, a sensib... Leer todo",108,visions,2009
2115,-,['Hamid Naseri Moghadam'],['Hamid Naseri Moghadam'],Three friends decide to go to a nostalgic place. One of them wants to go on a long and unknown trip.,12,"suddenly, snow",2009
2116,7.8,Dianna Renée,"['Annabella Gutman', 'Dianna R Kaufeldt']","Imprisoned for a crime she didn't commit, Alexandra entrusts the care of Rebecca into the hands of her best friend, Kelly. While in prison, Alexandra fights to survive the trauma of the separation from her daughter. She must learn to stand up for herself if she ever has hopes of seeing Rebecca again. After a year of incarceration and many futile calls and letters, Kel... Leer todo",23,blink of an eye,2009
2117,6.2,"['Thomas Charra', 'Michael Crouzat', 'Kherveen Dabyllal']",-,-,4,le ruban,2009
2118,-,Brae Norwiss,Anna Singer,"An eccentric grandfather drags his unsuspecting granddaughter on the run, in search of safety from the nuclear war he believes has begun.",19,pappy and speedster,2009
2119,-,Leann Bowen,Leann Bowen,"Francis, a young man with an existential dilemma, robs a liquor store. It's been hit twice that day and he soon learns that life is a lot more cut and dry than he thought.",6,the stranger,2009
2120,-,"['Arthur K', 'Signa K', 'Thomas Bo Nilsson']","['Signa K', 'Sybille Meier']","Hades and Persephone have opened a secret club in the bowels of the former Hotel Timp, Cologne's infamous transvestite venue. Each night, a limited number of guests are permitted to enter",15,die hades fraktur,2009
2121,-,Margarita Balaklav,Margarita Balaklav,-,14,the tale of yona and the sad tree,2009
2122,5.8,['Harri J Panula'],['Harri J Panula'],Summer 1939 Little village Nurmo at the Finnish countryside is planning an international wrestling match that versus the whole world. But as autumn 1939 comes everything changes and the story forms into a legend.,30,nurmoo,2009
2123,5.1,Rob Brown,"['Rob Brown', 'Line Langebek Knudsen']",Echoes is a short film about a sex trafficker called Anya who is faced with a moral dilemma when she discovers that a young girl that she is trafficking (from Lithuania to London) is pregnant.,12,echoes,2009
2124,-,Valentine Cohen,Etty Hillesum,-,20,que ta volonté soit fête... d'après les écrits d'etty hillesum,2009
2125,-,Alexa Gerrity,Alexa Gerrity,"A reenactment in which I navigated the gray area between experience and representation, subjectivity and perception. A girl with a white headband takes a walk with her Shih-Tzu.",11,let's call it valencia,2009
2126,8.3,Christian Filippella,Christian Filippella,"Profoundly dissatisfied academy award nominee, dreaming of changing his life, psychoanalyzes himself and his relationship with the world.",16,narcissus dreams,2009
2127,-,Florian Wagensommer,Florian Wagensommer,-,-,medusas fluch,2009
2128,-,Romain Evrard,Romain Evrard,-,-,à jamais,2009
2129,-,Miteal Chitnis,Miteal Chitnis,A shocking revelation drives a wedge between a pair of lovers destined to be together but who are now driven apart.,-,"together, apart",2009
2130,-,Miteal Chitnis,Miteal Chitnis,A shocking revelation drives a wedge between a pair of lovers destined to be together but who are now driven apart.,-,the devils bullets,2009
2131,7.1,Lili Horvát,Lili Horvát,"Girl, mother, lover - all in the body of a teenager. Maja has to face the responsibility of early motherhood. Being a child herself she can't stand the pressure. Running away from her beloved baby turns out to be her first mature decision.",35,napszúrás,2009
2132,-,Penny Harrold,Penny Harrold,-,-,memory lost,2009
2133,-,Karl Lagerfeld,-,-,-,"paris-shanghai, a fantasy",2009
2134,6.8,Aleksey Andrianov,Nikolay Kulikov,-,-,the last day of bulkin i.s.,2009
2135,-,['Kuan Hui Lin'],['Kuan Hui Lin'],"In an old photography studio, an old man and a group of young men meet. The old man has seen everything, but is determined to live a full life until the very end. The young men have just begun their lives, but feel aimless, lost and insecure. One man's story is ending, while the young men's stories are just beginning. Between their differences, a lesson on life is fou... Leer todo",30,time lapse,2009
2136,-,['John David Thornton'],['John David Thornton'],-,7,mightier,2009
2137,6.3,Nikhil Saini,Nikhil Saini,-,-,responsible citizens,2009
2138,-,['Bo Yan Chen'],['Yi Wei Chen'],Xin-Ting's irresponsible father is always away. She has to take care of her sick mother as routine until one day a woman shows up on their doorstep with bruises on her face.,33,dad's not home,2009
2139,-,Fernando Vera,Isabel Soria,-,-,ondas,2009
2140,-,['De Chuen Wu'],['De Chuen Wu'],"""Because of David's homework, his father must give him a ride to write a family story. It gives his father an unexpected opportunity to see his hometown and childhood.""",11,a piece of cake,2009
2141,-,['Hao Chuan Cheng'],"['Hao Chuan', 'Cheng Cheng', 'Yang Wang']","A girl's spirit is stuck between heaven and earth after a car accident. Affected by her boyfriend's constant accompanying, she decides to search for the way to wake up again.",29,a mind of my own,2009
2142,9.4,['Mark Anthony Coger'],"['Michael Arturo', 'Mark Anthony Coger']",Journalist returns from Iraq to cover execution of former child actor celebrity.,25,an american journalist,2009
2143,5.8,['Lam T Nguyen'],['Lam T Nguyen'],"Kyle Green possesses something that may help this world. But with a rare condition, his family chooses to hide the secret instead - to keep him safe.",35,the silent child,2009
2144,7.1,Alex Morissen,Alex Morissen,"This film is a brief story of a woman named ""Eddie"" who Mirrors her fathers addictive and erratic behavior patterns. Her relationship with her husband begins to crumble when her addiction grows stronger. She reaches rock bottom when she finds her self, naked on a freeway overpass and drives to a supermarket in such state. She begins attending AA meetings on her own ho... Leer todo",14,portrait of an addict,2009
2145,-,Dominique Schilling,Dominique Schilling,"Executive Celia Webster suffers a miscarriage, 3 hours before the most important business presentation of her career.",17,business as usual,2009
2146,6.5,Darcy Brislin,Darcy Brislin,-,14,the surrogate,2009
2147,-,Jonny Triviani,Jonny Triviani,"Three stories that intertwine in the reality of our times. Three different stories to each other, yet strangely linked by a common denominator. In a society where everyone has stopped fighting, a favorite pastime has become to hinder those who try to be realized.",75,eden,2009
2148,7.4,Christina Won,Christina Won,-,14,white radishes,2009
2149,-,Sylvain Donnier,Sylvain Donnier,-,44,les enfants de la sûre,2009
2150,6.5,Thomas Verrette,Thomas Verrette,The story of a young man's struggle to uncover the truth surrounding an illegal medical operation that was performed on him by his own father.,30,i am the bluebird,2009
2151,7.0,"['Trevor Adrian', 'Jordan Graham']","['Trevor Adrian', 'Jordan Graham']","Pyramid scam, love triangle, and corrupt kids in the small town of Midground.",-,midground,2009
2152,-,Cláudio Gonçalves,-,-,62,loveless,2009
2153,7.5,Nicholas Piotrowski,"['Nicholas Piotrowski', 'Michael Schulman']","Take a journey with a brother and sister through the woods of their small, rural town to get a bucket of milk. Together, they pass through haunted woods where a giant oak tree, known as The Ghost-Eye Tree, tries to frighten them. Dare to believe in the wonder of imagination as the two siblings embark on an adventure they will never forget.",12,the ghost-eye tree,2009
2154,-,Suz Mawer,Suz Mawer,-,-,the girl who caught the sun,2009
2155,-,Scott Lewis,Scott Lewis,-,20,samskara,2009
2156,8.9,Jim Revis,"['Jim Revis', 'Simon Sorrells']","When Michael's glowing refrigerator starts giving him peeks at an alternate universe, he becomes consumed with it and its powerful abilities. Retreating from all he knows, including a passionate relationship and satisfying career, Michael must decide to fight the tempting pull of the mysterious refrigerator, or step through the door and find out what's on the other si... Leer todo",28,refrigerator,2009
2157,8.7,Jason Thomas,Jason Thomas,"A gritty short about Jamal, a grieving father who becomes obsessed with his son's murder. This leads Jamal to journey down the road of vengeance that ends with unthinkable consequences.",18,the naked row,2009
2158,-,Jay Fox,Shaun Macleod,"A sharp and swift spin on the classic cautionary tale, solid state is compelling, captivating, picturesque and poignant. Witness snapshots of three journeys on life's road. Melissa has been offered a new job out of town and struggles to navigate her way either with or away from her long-term partner Justin. Charles awkwardly summons a speck of courage while taking his... Leer todo",22,solid state,2009
2159,7.2,Luke Doolan,Luke Doolan,-,17,miracle fish,2009
2160,-,Michael Lenic,Michael Lenic,"Everyday, two companions, Seymour and Sophie, pass the time under a tree, trying to kill themselves, always failing, always an excuse, and always putting it off till tomorrow. One day, out of the blue in a seemingly lonely world someone else has beat them to it. They adapt the best they know how.",16,a bit of rope,2009
2161,4.5,Jose Altonaga,"['Jose Altonaga', 'Remy Mac Kenzie']","When Susan leaves on a week long business trip, her 15 year-old daughter, Jennifer is left in the care of her great-aunt Claire. Within a few hours of Susan's departure, Jennifer is presented with an opportunity to meet her estranged grandfather, Nick. After a discouraging introduction, Jennifer makes another attempt to connect with her grandfather and discovers a com... Leer todo",17,five days in june,2009
2162,7.5,Reynold Reynolds,Reynold Reynolds,"In 2)Secret Machine, the protagonist encounters an antagonist that is studying her, measuring her body and comparing her to units of space and time. Clocks rush and her movements are calculated on a grid: the eye is observed through lenses; her breath is submitted to a resistance rate by putting her under water; needles are used to quantify her reactions and pain: and... Leer todo",10,2) secret machine,2009
2163,-,['Jason J Gray'],"['Nakoa Lee', 'Christopher Moore']","A coming of age story of a young man who struggles between taking his predetermined path in life or taking the one that he believes is right, but will leave him standing alone.",22,amulett,2009
2164,-,Nick Bailey,Nick Bailey,"Jonathan and Sandra are the parents of a fifteen year old daughter, Addison. While Jonathan and Sandra are arguing about dinner the doorbell rings. Jonathan lets Addison's friend, Ethan, inside and sends him up to her room. While they continue to argue, they hear a gunshot and rush upstairs to find her daughter has been shot. Can Addison's parents put their difference... Leer todo",30,put out the light,2009
2165,8.8,Pieter Gaspersz,Sabrina Gennarino,-,17,the hypocritic oath,2009
2166,7.3,Daniel Citron,Daniel Citron,Melissa Brooks is forced to give up her entire life in order to take care of her mentally and physically disabled child.,10,out of the water,2009
2167,-,Chase Gordon,Chase Gordon,-,18,moving in,2009
2168,7.2,Matt Zien,Matt Zien,A sociopathic teenager uses mind games and manipulation to corrupt his wholesome and good-hearted childhood friend.,-,prince charming,2009
2169,7.0,Alex Portugal,Hilary Bettis,"Sam Russo's father shot himself. Her mother is the neighborhood whore. Her best friend, Darrius, is leaving for Iraq in a month. Her childhood friends are never leaving Bensonhurst, Brooklyn. And the only person she has in the world is Terrell, an ex-convict from the projects who is abandoning her for a new shot at life in Atlanta. Sam will do anything in the world to... Leer todo",30,b-hurst,2009
2170,8.2,['Cam Mc Harg'],['Cam Mc Harg'],-,9,kicking sand in your face,2009
2171,-,Evan Buxbaum,Evan Buxbaum,"When his twelve year old daughter shows up at his front door, reformed thief Miles Cooper faces a choice: does he force her to return home to her pill-pushing mother, or does he take the chance to get back his stolen life?",16,the roofer,2009
2172,6.9,['Lisa James Larsson'],"['Maria Karlsson', 'Lisa James Larsson']",Joan and Stuart have been happily married for 23 years and now their son Caileb is about to make them grandparents. But Joan has been diagnosed with breast cancer and Caileb's girlfriend Michelle has suffered two miscarriages. How can Joan find the courage to share her deepest fears with her beloved family when she can't even look at herself in the mirror? Set in cont... Leer todo,29,pussyfooting,2009
2173,-,Don Dartt,Don Dartt,-,-,choices,2009
2174,7.5,Sean Jourdan,Sean Jourdan,"When his son's girlfriend becomes pregnant as a result of their affair, a beekeeper must sacrifice his integrity for his iniquity.",27,the beekeeper,2009
2175,6.6,Saul Herckis,Saul Herckis,A soldier reflects on what he cares about most to find peace in the midst of brutality.,5,warzone,2009
2176,7.1,John Jencks,John Jencks,-,15,holywood sweets,2009
2177,7.4,Rydian Cook,"['Rydian Cook', 'Neil Rolland']",A boy runs away from home and spends the night in a decrepit barn. It is only when he is crudely awoken that we learn about the difficulties at home.,6,away,2009
2178,-,Pat Battistini,Pat Battistini,"Taking place in 1600 Italy, a man must make a difficult choice to keep his family from starvation.",15,torturato,2009
2179,8.0,Patrick Barry,"['Patrick Barry', 'Jesse Gay']","After a series of mediocre performances, Jesse Sorensen was dropped from his skating sponsorship. Now on the downside of his career, he and a few friends have decided to form their own skate company.",10,veer!,2009
2180,10.0,Dustin Woodard,Dustin Woodard,"Will moves in with his handicapped cousin, James, for the summer. His discomfort around his cousin disappears as they become friends, but reappears with intensity upon discovering his cousin has mysterious abilities that have gone unnoticed by others.",30,unseen abilities,2009
2181,-,Olivia Newman,['Ryan Mc Glone'],"In the course of one afternoon, a developmentally-challenged young woman learns some painful lessons about life.",13,blue-eyed mary,2009
2182,-,['Salvador P Garc'],"['Kate Chopin', 'Salvador P Garc']",A woman receives the news of the tragic death of her spouse on an airplane accident. She shuts herself in her room as conflicting emotions begin to surface from deep inside of her. Based on the short story by Kate Chopin.,-,historia de una hora,2009
2183,-,Brandon Carraha,Brandon Carraha,"An actor tries to prevent his best friend, an ex-con, from killing the prison guard that tormented him.",8,captive,2009
2184,6.3,['Joseph Gordon Levitt'],"['Joseph Gordon', 'Levitt Elmore Leonard']",-,24,sparks,2009
2185,5.8,Ryan Ullman,Ryan Ullman,-,4,the first impression,2009
2186,8.0,Katia Grivot,"['Katia Grivot', 'Jean Christophe Beauvallet']",-,-,ne m'oublie pas,2009
2187,7.7,Christopher Jarvis,Christopher Jarvis,-,22,let's do it,2009
2188,6.1,['Ana Lily Amirpour'],['Ana Lily Amirpour'],-,5,six and a half,2009
2189,8.3,Emma Rozanski,Emma Rozanski,A dark fable about a woman who kills herself with her imagination.,12,the storymaker,2009
2190,7.7,Justin Ambrosino,Justin Ambrosino,"It is the early 1950s and Japanese Cinema is reaching international acclaim. Nanshu, a poor man with a big heart, is struggling to break into the booming film business, but the only thing keeping him from success is his desire to be the best. After numerous failed attempts, he gets the chance of a lifetime. During an encounter with Japan most ambitious film director, ... Leer todo",28,the 8th samurai,2009
2191,8.9,Patrick Knipe,Patrick Knipe,-,16,scarecrow,2009
2192,-,Alex Vigano,Alex Vigano,-,16,sunday girl,2009
2193,-,Tommy Oliver,Tommy Oliver,Two people settle their differences over a game of chess.,-,adjournment,2009
2194,-,Andrew Serban,Andrew Serban,"A chance encounter between two young women -- pushed to the edge by unemployment and gentrification -- erupts in violence and tragedy on the streets of Hell's Kitchen, NYC.",15,patty reilly was here,2009
2195,7.1,-,-,"Two teenage Ghost Hunters, Jacob and Marley, track down ghosts in the mysterious town of Arcade Bay.",-,ghost town,2009
2196,-,Victor Cruz,Victor Cruz,"In 1937, a bill is passed allowing women to be sterilized on the island of Puerto Rico. What choice will Lolita Rodriguez make when she is presented with this method? This is Victor Cruz's La Operación.",15,la operación,2009
2197,6.9,Alrick Brown,"['Michael Anastasio', 'Alrick Brown']",A short film that examines the impact and consequences of a union consecrated in blood. One couple's love story is a metaphor for the history of white and black race relations in the United States.,30,us: a love story,2009
2198,7.9,Liam Creighton,Liam Creighton,"A young couple's marriage is put to the test when, after an accident, they discover that they quite literally don't speak the same language anymore.",21,"julie, julie",2009
2199,6.6,Thérèse Cator,Thérèse Cator,-,-,click,2009
2200,6.8,-,-,Reparto principal,15,the bitter end,2009
2201,4.2,Dennis Stevens,['Chloe Mc Feters'],"A young woman overcomes her upbringing, when a desperate phone call forces her to confront dark forces from her past.",22,charlie's game,2009
2202,-,Adam Azmy,Adam Azmy,-,9,the omniscient men,2009
2203,7.2,Alex Webb,Alex Webb,"Nina and Zara, both Armenian, find their friendship shaken by a chance encounter with the past and the powerful, unresolved legacy of the Armenian Genocide.",10,hove (the wind),2009
2204,-,Michael Nikitin,-,"It is the night before Christmas. Tanya, a former mail-order bride from Russia, is craving attention from her husband. Albert evades Tanya's bland hints about the presents, and goes out under a phony pretext. Tanya rummages through Albert's belongings, and stumbles upon two identical Christmas cards with identical declarations of love. Baffled and suspicious, Tanya go... Leer todo",13,christmas night with fritz dubert,2009
2205,8.3,Stacey Palmer,Stacey Palmer,"JK LOL is a short narrative film shot in the style of reality TV, about Brandon Campbell, a struggling stand-up comedian, as he competes in a three day comedy competition. While the camera crew follows him throughout the contest, we catch a glimpse into his life as a recovering alcoholic, meet his family and friends, and see the important role humor has played in his ... Leer todo",28,jk lol,2009
2206,-,Lacy Trogdon,Lacy Trogdon,"Kitty's had a lot of experience with men. She's looking forward to starting her new life. Will she be forced to go back to her old life, or can she start over?",15,bump n grind,2009
2207,-,['Jarkko Altsi Toiviainen'],"['Mikko Laine', 'Jarkko Altsi Toiviainen']","A career man loses himself to a self help program. In the process he succeeds in upsetting his employer, his wife and ultimately powers far bigger than he could have imagined.",8,lesson from the man,2009
2208,7.9,['Bryce J Lemon'],"['Bryce J', 'Lemon Ashley Marsh']","A young man, Ryan, struggling to move forward in his life with his girlfriend is torn back into the religious world of his Minister father. Caught between opposing views, Ryan must claim his life for himself.",18,contrition,2009
2209,-,"['Jeremy P', 'Provost Joshua', 'J Provost']","['Jeremy P', 'Provost Joshua', 'J Provost']","Captain is stuck in a laundromat of broken dreams. Dumped by his long-time girlfriend, it seems his world is changing faster than he can bear. For Captain, laundry is the best of therapy. Through 101 laundromat metaphors, he comes to understand and embrace the true nature of change.",9,days of being wrinkle free,2009
2210,8.4,['Reaves Avery Washburn'],['Reaves Avery Washburn'],-,-,my first tooth,2009
2211,4.6,Abel Lindner,Abel Lindner,-,25,nur für einen augenblick,2009
2212,6.1,Maura Milan,Maura Milan,"Victoria, a high school student, goes on a long-awaited camping trip with her father only to find out that he is bringing his new 20 year old girlfriend along for the ride.",15,intersect,2009
2213,,,,,,lost and found,2009
2214,6.5,Magne Pettersen,Magne Pettersen,-,14,parat,2009
2215,6.0,Nathan Sage,Nathan Sage,"The family black sheep returns home for his father's funeral, but can't stay sober long enough to actually attend.",14,lavender green,2009
2216,5.2,Brian Krinsky,Brian Krinsky,"Emo kids Israel and Louie walk around their east Los Angeles neighborhood dishing about their high school classmates. After listening to Louie boast about his sexual escapades, Israel decides he has some catching up to do.",15,dish,2009
2217,-,['David Shiyang Liu'],['David Shiyang Liu'],"5 short vignettes of human story, each one centered on one of the 5 human senses, and all inspired by the music of Nine Inch Nails' GHOSTS I-IV.",22,5films in an anthology of a film a month,2009
2218,-,['Albert M Chan'],['Albert M Chan'],"Two strangers, a guitarist and an introspective young woman, cross paths at an empty concrete bench and, with the help of eight additional strangers, discover that they have something special in common.",12,fate scores,2009
2219,6.2,Jim Roof,Jim Roof,"When a collector of serial killer memorabilia is invited to an exclusive auction by a mysterious woman, he discovers she and the other bidders have a macabre surprise planned for him.",10,murderabilia,2009
2220,8.2,Anthony Werhun,Will Souders,"In response to overpopulation, the government mandates that people must hibernate two months of the year. A person's hibernation cycle is determined by the month of their birth and can not be changed. While hibernation does keep a sixth of the population out of circulation, the true population control effect of hibernation is that people must strategically date, marry... Leer todo",27,hibernation,2009
2221,-,Steven Lesser,Anthony Paull,"In a quiet Florida suburb, an unconventional artist, Caleb Kretzel, lives with his domineering mother. Yearning for more love and attention than a mother can provide, Caleb sets out to find a woman. And what better way to attract a woman than with a well-manicured lawn?",18,"the green, green heart",2009
2222,-,Ira Parker,Ira Parker,A father tries desperately to provide a better life for his daughter.,7,la frontera,2009
2223,-,Kaz Ps,Kaz Ps,"Jane is recently sober and trying to get her life back together when her childhood habit of sleepwalking suddenly reappears, re-blurring the line between her waking and dreaming lives. As the divide between her two realities expands, her relationships as well as her sanity begin to suffer.",24,fugue,2009
2224,-,Brooke Hanson,Brooke Hanson,"College student Elena Torres has developed an expert system for surviving in a world she cannot afford. As long as she remains anonymous, she'll be alright - and all alone. But when she meets an unlikely ally in conservative politico Jason Whitsell, can she trust him with her secrets?",17,borderless,2009
2225,-,Cassie Jaye,-,"'Blackeye' explores the first moment a woman realizes she's in an abusive relationship. Without any dialogue present in the film, the story is narrated through music. It is a reflection of a victim's mental process, the controlled reactions to uncontrollable human behavior.",-,blackeye,2009
2226,7.2,-,-,-,184,alice,2009
